"Device_ID","Device_Type","Operating_System","Department","Vulnerability","Threat","Attack","CPU_Usage","Memory_Usage","Network_Traffic","Failed_Logins","Open_Ports","Patch_Level","Firewall","Antivirus","User_Behaviour_Score","Risk_Score","Compromised"
"DEV0517","IoT Device","macOS","IT","Outdated Antivirus","Ransomware","Phishing",33.01,48.62,292.59,0,25,"Updated","Enabled","Not Installed",68.78,1,"Yes"
"DEV0518","Laptop","Linux","Sales","Cross-Site Scripting","APT","DDoS",68.61,40.85,114.47,2,2,"Updated","Disabled","Installed",47.38,87,"Yes"
"DEV0519","Desktop","Android","HR","Unpatched Software","Malware","DDoS",24.29,46.19,278.16,3,8,"Outdated","Disabled","Not Installed",50.71,29,"No"
"DEV0520","Desktop","Linux","Finance","Cross-Site Scripting","Malware","Phishing",25.16,74.49,100.64,14,23,"Outdated","Enabled","Installed",99.51,100,"No"
"DEV0521","IoT Device","Windows","Admin","Unpatched Software","Insider Threat","DDoS",46.68,53.54,117.73,7,15,"Updated","Enabled","Not Installed",83.02,41,"Yes"
"DEV0522","IoT Device","macOS","Admin","Open Port","Insider Threat","Brute Force",30.73,61.24,453.78,9,10,"Outdated","Disabled","Not Installed",94.45,18,"No"
"DEV0523","Server","Windows","Sales","Weak Password","Insider Threat","DDoS",28.83,39.68,169.15,7,3,"Updated","Enabled","Installed",68.32,37,"Yes"
"DEV0524","Desktop","Android","IT","Outdated Antivirus","APT","Brute Force",43.55,88.51,387.67,16,25,"Outdated","Disabled","Installed",87.9,23,"Yes"
"DEV0525","Laptop","macOS","Sales","Open Port","APT","Brute Force",88.91,76.65,204.25,16,25,"Updated","Disabled","Installed",43.72,18,"Yes"
"DEV0526","IoT Device","Linux","Finance","Cross-Site Scripting","Malware","DDoS",78.14,61.22,336.04,10,4,"Outdated","Enabled","Not Installed",59.53,39,"Yes"
"DEV0527","Server","Linux","IT","Privilege Escalation","Insider Threat","Phishing",49.51,95.72,145.03,5,1,"Outdated","Enabled","Installed",58.01,31,"Yes"
"DEV0528","Laptop","Linux","HR","Buffer Overflow","Insider Threat","Brute Force",26.44,34.94,374.95,20,25,"Outdated","Enabled","Installed",97.17,47,"No"
"DEV0529","Laptop","macOS","Finance","Buffer Overflow","Malware","Brute Force",58.79,87.72,399.88,0,14,"Updated","Disabled","Not Installed",89.79,56,"Yes"
"DEV0530","Server","Windows","IT","Unpatched Software","Malware","Brute Force",34.02,93.69,481.87,5,14,"Updated","Disabled","Not Installed",74.32,75,"Yes"
"DEV0531","IoT Device","Windows","HR","Firewall Misconfiguration","Malware","Phishing",93.3,76.87,482.34,4,15,"Updated","Enabled","Installed",72.26,93,"Yes"
"DEV0532","IoT Device","Windows","HR","Unpatched Software","APT","DDoS",25.27,47.52,259.74,1,19,"Outdated","Enabled","Installed",91.63,98,"Yes"
"DEV0533","Desktop","Linux","Sales","Open Port","Malware","DDoS",97.47,58.32,457.6,9,25,"Outdated","Disabled","Not Installed",51.52,42,"No"
"DEV0534","Laptop","Android","HR","Cross-Site Scripting","Ransomware","DDoS",49.63,62.6,353.42,5,2,"Updated","Disabled","Installed",56.97,2,"Yes"
"DEV0535","Laptop","Android","HR","Weak Password","APT","Brute Force",58.31,59.01,348.71,6,25,"Outdated","Disabled","Not Installed",55.43,80,"No"
"DEV0536","Desktop","Windows","Finance","Outdated Antivirus","Malware","DDoS",35.93,93.63,343,4,10,"Updated","Disabled","Installed",87.51,42,"Yes"
"DEV0537","Desktop","Android","Sales","Cross-Site Scripting","APT","Brute Force",70.44,87.75,253.81,11,5,"Outdated","Disabled","Not Installed",86.03,15,"No"
"DEV0538","Desktop","Linux","Sales","SQL Injection","Malware","Brute Force",94.56,66.72,281.36,0,19,"Outdated","Enabled","Installed",49.93,62,"Yes"
"DEV0539","Desktop","Linux","Admin","Outdated Antivirus","Insider Threat","Phishing",92.38,89.7,372.96,9,25,"Outdated","Disabled","Not Installed",53.46,99,"No"
"DEV0540","Laptop","Linux","Admin","Outdated Antivirus","Ransomware","Phishing",64.72,77.64,231.51,3,22,"Updated","Disabled","Installed",57.76,50,"No"
"DEV0541","Server","Android","IT","Unpatched Software","APT","Brute Force",54.46,37.99,146.83,8,22,"Outdated","Disabled","Installed",76.01,58,"Yes"
"DEV0542","Server","macOS","HR","Outdated Antivirus","Ransomware","Phishing",97.75,15.64,235.53,13,16,"Outdated","Disabled","Not Installed",65.71,41,"Yes"
"DEV0543","Desktop","Windows","Sales","Privilege Escalation","Insider Threat","Phishing",31.87,83.8,322.01,20,5,"Updated","Enabled","Installed",55.23,47,"Yes"
"DEV0544","IoT Device","Linux","Finance","Firewall Misconfiguration","Malware","Phishing",48.78,24.1,260.72,13,4,"Outdated","Enabled","Not Installed",93.13,65,"Yes"
"DEV0545","IoT Device","Android","Sales","Weak Password","Ransomware","Phishing",87.19,24.83,304.75,3,12,"Outdated","Enabled","Installed",98.82,84,"Yes"
"DEV0546","Server","Android","IT","Outdated Antivirus","APT","Brute Force",81.89,28.02,230.93,11,8,"Updated","Enabled","Not Installed",74.35,81,"No"
"DEV0547","Server","Android","HR","Open Port","Insider Threat","DDoS",25.09,24.67,54.28,9,2,"Outdated","Enabled","Installed",82.54,79,"No"
"DEV0548","IoT Device","macOS","Sales","Unpatched Software","APT","Brute Force",55.66,65.27,138.75,9,10,"Outdated","Enabled","Installed",59.52,97,"Yes"
"DEV0549","IoT Device","Windows","Sales","Open Port","Ransomware","DDoS",52.25,93.41,486.98,0,17,"Outdated","Enabled","Installed",77.22,19,"Yes"
"DEV0550","Server","macOS","Finance","Open Port","Malware","Phishing",43.23,76.12,366.61,2,5,"Outdated","Disabled","Not Installed",48.88,29,"No"
"DEV0551","Desktop","Windows","Sales","Weak Password","Ransomware","Phishing",47.5,57.72,91.18,7,10,"Updated","Enabled","Installed",83,67,"Yes"
"DEV0552","Server","macOS","Admin","Buffer Overflow","Malware","Brute Force",94.58,21.75,355.05,2,12,"Updated","Disabled","Not Installed",53.83,21,"Yes"
"DEV0553","IoT Device","Linux","Admin","Outdated Antivirus","Ransomware","Phishing",44.05,57.62,51.94,14,22,"Outdated","Enabled","Installed",57,19,"No"
"DEV0554","IoT Device","Android","Sales","Remote Code Execution","Malware","DDoS",92.87,80.58,166.59,13,9,"Outdated","Enabled","Installed",77.4,51,"Yes"
"DEV0555","IoT Device","Windows","HR","Weak Password","Ransomware","DDoS",20.24,84.41,274.94,16,2,"Outdated","Disabled","Not Installed",86.42,47,"Yes"
"DEV0556","Server","Linux","Sales","Unpatched Software","Malware","Brute Force",43.79,97.98,178.67,9,20,"Outdated","Disabled","Not Installed",78.4,10,"Yes"
"DEV0557","Desktop","Linux","HR","Privilege Escalation","Ransomware","Phishing",42.29,50.03,294.25,3,20,"Outdated","Disabled","Not Installed",65.74,40,"No"
"DEV0558","IoT Device","Windows","Sales","Outdated Antivirus","APT","Brute Force",27.6,85.34,338.06,4,17,"Outdated","Disabled","Installed",63.27,76,"Yes"
"DEV0559","Desktop","Linux","Sales","Privilege Escalation","Ransomware","DDoS",91.78,31.48,273.56,12,24,"Updated","Enabled","Installed",66.7,76,"No"
"DEV0560","IoT Device","Android","Finance","Unpatched Software","Malware","DDoS",65.91,30.27,387.82,2,18,"Updated","Enabled","Not Installed",55.04,52,"No"
"DEV0561","Server","Windows","IT","Firewall Misconfiguration","Insider Threat","Brute Force",45.57,61.07,300.15,15,5,"Outdated","Disabled","Not Installed",80.14,57,"Yes"
"DEV0562","Desktop","Linux","IT","Outdated Antivirus","APT","Phishing",96.86,24.59,440.7,11,17,"Updated","Enabled","Installed",41.15,85,"Yes"
"DEV0563","IoT Device","macOS","Admin","Buffer Overflow","APT","Brute Force",41.44,18.63,103.11,16,23,"Outdated","Enabled","Not Installed",93,28,"No"
"DEV0564","Server","Linux","HR","Cross-Site Scripting","APT","Phishing",89.13,36.75,416.71,12,21,"Updated","Enabled","Not Installed",78.84,100,"Yes"
"DEV0565","IoT Device","macOS","Sales","Privilege Escalation","Insider Threat","DDoS",40.21,41.42,375.46,13,1,"Outdated","Enabled","Installed",74.26,4,"No"
"DEV0566","Desktop","macOS","Finance","Outdated Antivirus","Malware","DDoS",21.4,93.4,485.44,11,5,"Updated","Enabled","Installed",61.28,8,"No"
"DEV0567","IoT Device","Linux","HR","Open Port","Ransomware","Phishing",35.27,51.33,462.34,17,7,"Updated","Enabled","Installed",98.26,8,"Yes"
"DEV0568","IoT Device","Linux","IT","Weak Password","Malware","Brute Force",21.35,52.67,101.95,13,6,"Outdated","Disabled","Not Installed",68.91,73,"No"
"DEV0569","Desktop","Linux","HR","Unpatched Software","Ransomware","DDoS",64.64,21.19,140.36,7,21,"Updated","Disabled","Installed",61.2,10,"Yes"
"DEV0570","Laptop","Windows","Sales","Weak Password","APT","Phishing",65.61,46,345.03,18,24,"Updated","Enabled","Installed",66.72,84,"No"
"DEV0571","Desktop","macOS","Finance","Firewall Misconfiguration","APT","DDoS",77.87,62.58,329.07,18,12,"Outdated","Enabled","Not Installed",54.58,17,"No"
"DEV0572","Server","Windows","Sales","Cross-Site Scripting","Ransomware","Brute Force",88.31,86.24,492.39,14,25,"Updated","Enabled","Not Installed",41.22,89,"Yes"
"DEV0573","IoT Device","macOS","HR","Remote Code Execution","Insider Threat","Phishing",94.1,34.24,226.96,20,14,"Outdated","Enabled","Installed",58.35,90,"Yes"
"DEV0574","Laptop","Linux","Sales","Weak Password","APT","Phishing",54.96,94.45,485.35,18,3,"Updated","Enabled","Not Installed",67.89,27,"No"
"DEV0575","Laptop","Linux","Sales","Weak Password","Insider Threat","DDoS",24.69,86.99,264.09,1,25,"Updated","Disabled","Not Installed",73.24,34,"No"
"DEV0576","IoT Device","Android","HR","Buffer Overflow","Malware","Phishing",42.29,33.54,189.4,12,17,"Outdated","Enabled","Not Installed",97.86,79,"Yes"
"DEV0577","Server","Linux","IT","Buffer Overflow","APT","Phishing",72.3,47.32,425.93,18,13,"Outdated","Enabled","Installed",95.67,82,"No"
"DEV0578","IoT Device","Linux","IT","Unpatched Software","Insider Threat","Brute Force",95.63,66.08,318.14,2,14,"Updated","Enabled","Installed",98.07,54,"Yes"
"DEV0579","Desktop","macOS","Finance","Remote Code Execution","Insider Threat","DDoS",55.13,26.42,324.23,17,22,"Updated","Enabled","Not Installed",83.51,49,"No"
"DEV0580","Laptop","Linux","Sales","Open Port","Malware","Brute Force",97.81,37.53,339.05,8,23,"Outdated","Disabled","Not Installed",43.99,57,"Yes"
"DEV0581","Laptop","macOS","Finance","Remote Code Execution","Ransomware","DDoS",68.98,64.35,487.99,20,21,"Updated","Enabled","Not Installed",41.14,72,"Yes"
"DEV0582","IoT Device","macOS","IT","Weak Password","Insider Threat","Brute Force",64.21,28.35,281.08,9,18,"Outdated","Disabled","Not Installed",70.73,23,"Yes"
"DEV0583","Server","Android","Finance","Open Port","Insider Threat","Phishing",32.09,54.74,216.43,15,22,"Outdated","Disabled","Installed",78.99,99,"No"
"DEV0584","Server","macOS","HR","Remote Code Execution","Insider Threat","Phishing",53.84,85.5,130.28,15,9,"Updated","Enabled","Not Installed",41.13,80,"No"
"DEV0585","IoT Device","Windows","HR","Unpatched Software","Insider Threat","Phishing",61.45,57.83,468.87,0,13,"Updated","Enabled","Installed",97.66,69,"No"
"DEV0586","Server","Windows","Admin","Weak Password","Malware","DDoS",69.15,45.93,201.31,0,9,"Updated","Disabled","Not Installed",56.62,9,"No"
"DEV0587","Laptop","Linux","Finance","Remote Code Execution","APT","DDoS",29.95,63.58,195.94,3,24,"Outdated","Disabled","Installed",82.13,62,"No"
"DEV0588","Desktop","Linux","IT","Privilege Escalation","Insider Threat","DDoS",49.58,75.28,445.26,3,24,"Updated","Disabled","Installed",97.53,48,"No"
"DEV0589","Desktop","Windows","Finance","Outdated Antivirus","Insider Threat","Brute Force",79.62,43.78,233.84,20,15,"Updated","Disabled","Installed",82.31,94,"No"
"DEV0590","Server","Windows","HR","SQL Injection","Ransomware","Phishing",35.23,28.37,490.73,13,7,"Updated","Enabled","Installed",87.84,18,"No"
"DEV0591","Server","macOS","Sales","Privilege Escalation","APT","DDoS",33.76,45.88,217.31,5,5,"Outdated","Enabled","Installed",68.44,8,"No"
"DEV0592","IoT Device","macOS","Admin","Cross-Site Scripting","APT","DDoS",24.58,64.84,327.25,8,24,"Outdated","Disabled","Installed",61.94,96,"No"
"DEV0593","Server","Windows","Admin","Open Port","Malware","Brute Force",62.03,76.55,325.98,11,17,"Outdated","Enabled","Not Installed",44.35,82,"Yes"
"DEV0594","IoT Device","Linux","Finance","Weak Password","Malware","Phishing",46.23,16.39,98.07,17,23,"Updated","Enabled","Installed",60.78,66,"Yes"
"DEV0595","Server","Windows","Sales","Weak Password","Ransomware","DDoS",21.34,93.69,355.81,10,21,"Outdated","Disabled","Installed",65.41,51,"Yes"
"DEV0596","Desktop","Windows","Sales","Remote Code Execution","APT","Brute Force",79.77,25.84,50.47,3,7,"Outdated","Enabled","Installed",68.04,98,"No"
"DEV0597","Laptop","Linux","IT","Open Port","Insider Threat","Phishing",70.25,17.25,300.97,9,23,"Updated","Disabled","Installed",76.31,63,"Yes"
"DEV0598","Server","Android","HR","Firewall Misconfiguration","Ransomware","Phishing",97.71,85.07,292.75,6,19,"Updated","Disabled","Installed",47.1,33,"No"
"DEV0599","IoT Device","Linux","Admin","SQL Injection","Ransomware","Phishing",89.28,52.02,376.48,14,25,"Outdated","Disabled","Not Installed",92.64,93,"Yes"
"DEV0600","IoT Device","Android","Finance","Remote Code Execution","Insider Threat","Phishing",57.68,35.88,202.08,10,5,"Outdated","Disabled","Not Installed",72.4,9,"Yes"
"DEV0601","IoT Device","Linux","Admin","Cross-Site Scripting","Ransomware","Brute Force",82.26,84.42,147.71,3,24,"Updated","Enabled","Installed",83.66,47,"Yes"
"DEV0602","Desktop","Windows","HR","Weak Password","Ransomware","DDoS",81.06,54.45,142.22,0,11,"Outdated","Disabled","Installed",52.01,39,"Yes"
"DEV0603","IoT Device","Linux","Admin","Outdated Antivirus","Insider Threat","DDoS",88.32,24.89,232.52,13,11,"Outdated","Enabled","Not Installed",93.26,88,"No"
"DEV0604","Laptop","Linux","Sales","Firewall Misconfiguration","Ransomware","DDoS",80.74,25.05,70.42,18,6,"Outdated","Enabled","Not Installed",45.27,61,"No"
"DEV0605","Server","Windows","Finance","Remote Code Execution","Malware","Phishing",27,87.9,384.28,7,1,"Outdated","Enabled","Not Installed",44.13,20,"No"
"DEV0606","Server","Android","Admin","Buffer Overflow","Malware","Brute Force",74.7,19.25,456.46,6,11,"Outdated","Enabled","Not Installed",52.29,43,"Yes"
"DEV0607","Server","macOS","HR","Remote Code Execution","Ransomware","Phishing",54.62,44.24,432.67,7,17,"Outdated","Disabled","Installed",81.32,48,"No"
"DEV0608","Desktop","Linux","IT","Firewall Misconfiguration","APT","DDoS",60.03,49.41,180.29,15,11,"Updated","Enabled","Installed",91.13,26,"No"
"DEV0609","Laptop","Windows","Admin","Weak Password","Ransomware","DDoS",57.78,78.12,334.6,18,11,"Updated","Disabled","Not Installed",67.48,15,"No"
"DEV0610","Desktop","Linux","Finance","Open Port","Malware","Brute Force",61.41,72.71,129.47,10,19,"Updated","Enabled","Installed",48.77,90,"Yes"
"DEV0611","Server","macOS","Admin","Open Port","Ransomware","Brute Force",81.14,92.17,392.43,12,20,"Outdated","Enabled","Installed",79.92,66,"No"
"DEV0612","Laptop","Android","Sales","Unpatched Software","Insider Threat","DDoS",72.67,28.64,420.78,12,20,"Outdated","Enabled","Not Installed",50.15,46,"No"
"DEV0613","Desktop","Windows","Admin","Buffer Overflow","Malware","DDoS",54.67,82.69,409.8,13,7,"Outdated","Enabled","Not Installed",65.24,78,"No"
"DEV0614","Laptop","Linux","Sales","Firewall Misconfiguration","APT","DDoS",53.34,60.99,396.33,1,10,"Outdated","Disabled","Installed",40.6,88,"No"
"DEV0615","Desktop","Android","IT","SQL Injection","Insider Threat","Phishing",53.56,88.68,377.98,15,1,"Updated","Enabled","Not Installed",75.53,14,"No"
"DEV0616","Desktop","macOS","Admin","Firewall Misconfiguration","Malware","Phishing",31.73,92.92,335.34,2,9,"Updated","Disabled","Not Installed",82.37,41,"No"
"DEV0617","IoT Device","Linux","IT","Outdated Antivirus","APT","DDoS",96.27,16.13,235.17,15,23,"Outdated","Disabled","Not Installed",82.15,70,"No"
"DEV0618","Server","Linux","IT","Weak Password","APT","DDoS",39.33,49.51,236.19,3,8,"Outdated","Disabled","Installed",72.09,54,"No"
"DEV0619","Desktop","macOS","Sales","Buffer Overflow","APT","Brute Force",88.99,23.42,245.63,4,15,"Outdated","Enabled","Installed",44.39,46,"No"
"DEV0620","Desktop","Windows","Sales","Privilege Escalation","Ransomware","Brute Force",89.22,53.57,229.72,14,23,"Outdated","Disabled","Not Installed",60.96,40,"Yes"
"DEV0621","Desktop","Linux","Finance","Unpatched Software","Insider Threat","DDoS",23.16,74.72,379.86,3,22,"Outdated","Disabled","Not Installed",93.66,56,"No"
"DEV0622","Desktop","Windows","IT","Remote Code Execution","Insider Threat","Brute Force",46.12,53.35,335.28,11,9,"Updated","Disabled","Installed",89.07,77,"Yes"
"DEV0623","Desktop","macOS","HR","Open Port","APT","DDoS",48.02,30.04,195.99,0,12,"Outdated","Enabled","Installed",88.46,64,"Yes"
"DEV0624","IoT Device","Android","Finance","Unpatched Software","Insider Threat","Phishing",52.43,62.96,202.55,20,25,"Outdated","Disabled","Not Installed",70.49,56,"Yes"
"DEV0625","IoT Device","Android","Finance","Buffer Overflow","APT","DDoS",32.84,39.11,251.37,16,14,"Outdated","Disabled","Not Installed",91.74,39,"No"
"DEV0626","Server","Windows","Admin","Privilege Escalation","Malware","DDoS",95.51,75.81,182.85,0,23,"Outdated","Enabled","Not Installed",83.04,42,"No"
"DEV0627","Laptop","Android","IT","SQL Injection","APT","Phishing",99.88,91.1,258.54,4,5,"Outdated","Enabled","Not Installed",91.97,82,"Yes"
"DEV0628","Laptop","Android","Finance","Cross-Site Scripting","Insider Threat","Phishing",76.27,36.49,468.23,16,21,"Updated","Enabled","Not Installed",60.22,70,"Yes"
"DEV0629","Server","Android","Admin","SQL Injection","Malware","DDoS",44.84,60.35,75.33,8,8,"Outdated","Disabled","Installed",53.72,100,"Yes"
"DEV0630","Server","macOS","Finance","Firewall Misconfiguration","Insider Threat","Brute Force",40.51,78.49,114.39,19,10,"Updated","Enabled","Not Installed",55.77,74,"Yes"
"DEV0631","Server","Windows","Sales","SQL Injection","Ransomware","DDoS",89.96,58,333.9,0,5,"Updated","Disabled","Not Installed",85.58,33,"Yes"
"DEV0632","IoT Device","Windows","Sales","Outdated Antivirus","Insider Threat","DDoS",92.98,33.15,121.14,20,7,"Updated","Enabled","Installed",91.9,69,"No"
"DEV0633","Server","Android","Sales","Privilege Escalation","Insider Threat","DDoS",63.07,48.45,372.05,8,17,"Outdated","Enabled","Not Installed",63.51,46,"No"
"DEV0634","Desktop","Linux","IT","Firewall Misconfiguration","Ransomware","Phishing",67.82,61.48,116.75,18,11,"Updated","Disabled","Not Installed",87.86,43,"Yes"
"DEV0635","Laptop","macOS","Finance","Cross-Site Scripting","APT","DDoS",63.47,19.57,264.04,19,6,"Outdated","Disabled","Installed",99.68,12,"No"
"DEV0636","Laptop","Android","Admin","Cross-Site Scripting","Malware","DDoS",69.3,78.58,175.99,10,4,"Updated","Enabled","Installed",89.18,66,"Yes"
"DEV0637","Server","Android","IT","SQL Injection","Ransomware","DDoS",75.18,17.49,483.62,13,3,"Outdated","Disabled","Not Installed",90.34,96,"Yes"
"DEV0638","Desktop","Android","Finance","Buffer Overflow","Insider Threat","Phishing",83.36,25.89,372.29,19,2,"Outdated","Enabled","Installed",79.69,20,"No"
"DEV0639","IoT Device","macOS","Finance","Weak Password","Ransomware","DDoS",55.46,49.35,243.6,3,17,"Outdated","Enabled","Not Installed",76.83,93,"No"
"DEV0640","IoT Device","macOS","Sales","Open Port","Insider Threat","Phishing",59.77,65.79,221.63,10,6,"Outdated","Enabled","Not Installed",67.08,6,"No"
"DEV0641","Desktop","macOS","IT","Open Port","Ransomware","Brute Force",83.8,68,373.39,9,8,"Updated","Disabled","Installed",44.85,85,"Yes"
"DEV0642","IoT Device","macOS","Sales","Open Port","Ransomware","DDoS",58.47,68.43,162.34,11,2,"Updated","Enabled","Not Installed",51.55,66,"No"
"DEV0643","Server","Android","Finance","Remote Code Execution","APT","Phishing",76.98,22.77,366.28,18,17,"Updated","Disabled","Installed",49.51,47,"Yes"
"DEV0644","IoT Device","Linux","Admin","Firewall Misconfiguration","Ransomware","Brute Force",69.7,49.94,215.27,18,3,"Updated","Disabled","Installed",98.56,65,"No"
"DEV0645","IoT Device","macOS","HR","Privilege Escalation","APT","Brute Force",23.68,17.93,402.66,12,13,"Updated","Disabled","Not Installed",55.18,87,"No"
"DEV0646","Laptop","macOS","Admin","Firewall Misconfiguration","Ransomware","Brute Force",49.27,41.27,352.16,12,25,"Outdated","Disabled","Installed",73.68,85,"No"
"DEV0647","Server","Linux","Admin","Weak Password","Insider Threat","Phishing",43.14,89.61,347.86,12,25,"Outdated","Disabled","Installed",98.85,19,"Yes"
"DEV0648","IoT Device","macOS","Sales","Open Port","APT","Brute Force",47.35,34.86,180.89,8,17,"Outdated","Disabled","Installed",61.93,100,"No"
"DEV0649","Server","Android","HR","Unpatched Software","Malware","DDoS",44.03,72.6,240.87,19,3,"Outdated","Enabled","Not Installed",71.84,95,"Yes"
"DEV0650","IoT Device","Linux","Admin","Weak Password","Malware","DDoS",86.19,89.08,439.99,2,4,"Outdated","Enabled","Not Installed",97.7,17,"No"
"DEV0651","Laptop","macOS","HR","Buffer Overflow","Malware","DDoS",44.51,71.87,371.03,9,23,"Updated","Enabled","Not Installed",99.43,79,"No"
"DEV0652","Laptop","Android","Sales","Unpatched Software","Malware","Phishing",81.16,24.06,187.46,2,18,"Updated","Enabled","Installed",97.25,16,"No"
"DEV0653","Server","macOS","IT","Open Port","Insider Threat","DDoS",88.53,83.1,320.03,19,4,"Outdated","Disabled","Installed",82.07,23,"No"
"DEV0654","Server","Linux","IT","Open Port","Insider Threat","Brute Force",62,73.1,219.09,10,8,"Outdated","Disabled","Not Installed",55.16,20,"Yes"
"DEV0655","IoT Device","Android","HR","Buffer Overflow","Ransomware","DDoS",94.52,73.97,318.29,17,9,"Updated","Enabled","Installed",91.64,63,"Yes"
"DEV0656","Desktop","Linux","Sales","Unpatched Software","APT","Brute Force",87.49,52.49,332.57,0,18,"Updated","Enabled","Installed",69.94,82,"Yes"
"DEV0657","Desktop","macOS","HR","Cross-Site Scripting","Malware","Brute Force",34.27,27.08,393.85,14,14,"Outdated","Disabled","Installed",67.95,20,"Yes"
"DEV0658","IoT Device","Android","Admin","Outdated Antivirus","Ransomware","DDoS",23.94,24.44,139.94,20,4,"Outdated","Disabled","Installed",63.25,93,"Yes"
"DEV0659","Server","Windows","Admin","SQL Injection","Malware","Phishing",76.47,89.23,401.07,15,22,"Outdated","Disabled","Installed",48.85,73,"No"
"DEV0660","Desktop","Android","IT","Open Port","Malware","DDoS",24.66,31.14,147.2,5,13,"Updated","Disabled","Not Installed",89.84,87,"Yes"
"DEV0661","Server","Windows","IT","Unpatched Software","APT","Brute Force",29.68,23.36,273.47,13,11,"Outdated","Enabled","Installed",40.83,48,"No"
"DEV0662","Server","Windows","Admin","Weak Password","Ransomware","DDoS",55.6,29.47,355.65,4,23,"Updated","Enabled","Not Installed",62.63,16,"No"
"DEV0663","Desktop","Android","Admin","Unpatched Software","Malware","Brute Force",43.1,41.24,206.88,20,23,"Outdated","Enabled","Not Installed",99.35,43,"No"
"DEV0664","Server","macOS","Finance","Cross-Site Scripting","Ransomware","DDoS",53.66,70.96,68,17,19,"Updated","Disabled","Installed",76.45,61,"Yes"
"DEV0665","Server","macOS","Admin","Firewall Misconfiguration","Malware","Brute Force",69.39,67.34,458.58,14,2,"Outdated","Enabled","Installed",46.41,2,"Yes"
"DEV0666","Laptop","macOS","Sales","Privilege Escalation","Malware","Phishing",87.51,47.48,91.97,7,21,"Outdated","Enabled","Installed",70.99,74,"No"
"DEV0667","Server","Android","HR","Unpatched Software","APT","Brute Force",54.01,65.68,284.51,13,11,"Outdated","Disabled","Installed",80.4,35,"Yes"
"DEV0668","Laptop","Windows","Sales","Firewall Misconfiguration","Ransomware","Phishing",47.28,88.53,421.53,12,23,"Outdated","Disabled","Installed",69.88,99,"No"
"DEV0669","Desktop","Windows","Admin","Remote Code Execution","Ransomware","DDoS",39.85,74.94,209.01,15,7,"Outdated","Disabled","Installed",78.02,53,"No"
"DEV0670","IoT Device","macOS","Finance","Privilege Escalation","Ransomware","Brute Force",25.48,55.96,296.86,6,6,"Outdated","Enabled","Not Installed",49.87,5,"Yes"
"DEV0671","IoT Device","Android","Sales","Remote Code Execution","APT","Brute Force",28.34,82.2,127.41,10,18,"Outdated","Disabled","Installed",69.17,98,"Yes"
"DEV0672","Laptop","macOS","Admin","Cross-Site Scripting","APT","Brute Force",66.98,40.4,169.71,7,23,"Outdated","Enabled","Installed",73.44,88,"Yes"
"DEV0673","Server","Android","Sales","Remote Code Execution","Insider Threat","Brute Force",50.21,32.35,322.89,12,19,"Updated","Enabled","Not Installed",70.49,88,"No"
"DEV0674","Server","macOS","HR","Buffer Overflow","Malware","Phishing",34.46,39.47,334.6,19,21,"Outdated","Enabled","Installed",80.56,89,"No"
"DEV0675","Desktop","Windows","IT","Weak Password","Malware","DDoS",61.67,23.21,342.8,14,6,"Updated","Disabled","Installed",41.44,23,"Yes"
"DEV0676","IoT Device","Windows","IT","Buffer Overflow","Malware","Brute Force",85.64,30.74,461.64,19,5,"Outdated","Enabled","Installed",70.9,65,"No"
"DEV0677","IoT Device","Windows","Admin","Privilege Escalation","APT","Phishing",77.04,25.08,107.4,1,23,"Outdated","Enabled","Installed",41.87,26,"No"
"DEV0678","Desktop","Windows","Finance","Weak Password","Ransomware","Phishing",25.8,54.46,404.5,11,2,"Outdated","Disabled","Not Installed",61.32,77,"No"
"DEV0679","Laptop","Windows","IT","Firewall Misconfiguration","APT","Phishing",35.25,74.53,89.95,8,23,"Outdated","Enabled","Not Installed",87.06,14,"Yes"
"DEV0680","Desktop","macOS","HR","SQL Injection","Malware","Phishing",21.75,31.63,322.65,9,24,"Updated","Disabled","Installed",82.84,80,"Yes"
"DEV0681","Server","Android","IT","Unpatched Software","Ransomware","Phishing",77.71,41.71,307.88,2,9,"Outdated","Enabled","Not Installed",44.42,93,"No"
"DEV0682","Server","Linux","Admin","Privilege Escalation","APT","Phishing",53.85,54.72,335.35,1,11,"Outdated","Enabled","Installed",72.9,92,"No"
"DEV0683","Server","macOS","Finance","SQL Injection","Ransomware","DDoS",29.78,69.79,142.89,8,18,"Outdated","Disabled","Not Installed",57.65,93,"Yes"
"DEV0684","Desktop","Android","IT","Unpatched Software","APT","Brute Force",38.59,69.69,263.67,4,19,"Updated","Disabled","Installed",87.85,44,"No"
"DEV0685","Laptop","macOS","Sales","Remote Code Execution","APT","Brute Force",43.4,88.17,460.07,9,1,"Outdated","Enabled","Not Installed",47.29,52,"No"
"DEV0686","Desktop","macOS","Finance","Buffer Overflow","Insider Threat","Brute Force",97.9,18.04,123.39,2,16,"Outdated","Disabled","Installed",49.18,97,"Yes"
"DEV0687","IoT Device","macOS","Admin","Remote Code Execution","Malware","DDoS",73.9,35.82,110.35,3,6,"Updated","Enabled","Not Installed",95.29,44,"No"
"DEV0688","Server","Windows","Admin","Remote Code Execution","Malware","Phishing",34.16,42.39,387.92,7,9,"Outdated","Disabled","Installed",98.45,12,"Yes"
"DEV0689","Desktop","Linux","Sales","Cross-Site Scripting","Insider Threat","DDoS",39.54,83.26,77.32,17,23,"Outdated","Disabled","Installed",91.26,66,"No"
